mainid,lastname,result,n_lastname,jeiba_lastname
4,哲學與生命教育學系,哲學(Na) 生命(Na) 教育(Na) 學系(Na),哲學 生命 教育 學系,哲學 與 生命 教育 學系
4,漢語文化暨文獻資源研究所,漢語(Na) 文化(Na) 文獻(Na) 資源(Na) 研究所(Nc),漢語 文化 文獻 資源 研究所,漢語 文化 暨 文獻 資源 研究所
4,漢學資料整理研究所,漢學(Na) 資料(Na) 整理(Nv) 研究所(Nc),漢學 資料 整理 研究所,漢學 資料 整理 研究所
4,古典文獻學研究所,古典(VH) 文獻學(Na) 研究所(Nc),古典 文獻學 研究所,古典 文獻學 研究所
4,人文學係,人文學(Na),人文學,人文 學 係
4,人文社會學系,人文(Na) 社會學系(Nc),人文 社會學系,人文 社會 學系
4,生死學系,生死學系(Na),生死學系,生死 學系
4,醫學人文研究所,醫學(Na) 人文(Na) 研究所(Nc),醫學 人文 研究所,醫學 人文 研究所
4,生死管理學系,生死(Na) 管理(VC) 學系(Na),生死 管理 學系,生死 管理 學系
4,海洋文化研究所,海洋(Na) 文化(Na) 研究所(Nc),海洋 文化 研究所,海洋 文化 研究所
4,人文與資訊學系,人文(Na) 資訊(Na) 學系(Na),人文 資訊 學系,人文 與 資訊學系
4,文化創意產業學系,文化(Na) 創意(Na) 產業(Na) 學系(Na),文化 創意 產業 學系,文化 創意 產業 學系
4,文化資產與創意學係,文化(Na) 資產(Na) 創意學(Na),文化 資產 創意學,文化 資產 與 創意學 係
4,文化資產與創意學位學程,文化(Na) 資產(Na) 創意(Na) 學位(Na) 學程(Na),文化 資產 創意 學位 學程,文化 資產 與 創意 學位 學程
4,生命與宗教學系,生命(Na) 宗教(Na) 學系(Na),生命 宗教 學系,生命 與 宗教 學系
4,文化創意產業學係,文化(Na) 創意(Na) 產業(Na),文化 創意 產業,文化 創意 產業學 係
4,文化創意產業發展學系,文化(Na) 創意(Na) 產業(Na) 發展(VC) 學系(Na),文化 創意 產業 發展 學系,文化 創意 產業 發展 學系
4,跨文化研究所,文化(Na) 研究所(Nc),文化 研究所,跨文化 研究所
4,古典文獻與民俗藝術研究所,古典(VH) 文獻(Na) 民俗(Na) 藝術(Na) 研究所(Nc),古典 文獻 民俗 藝術 研究所,古典 文獻 與 民俗 藝術 研究所
4,樂活生命文化學系,生命(Na) 文化(Na) 學系(Na),生命 文化 學系,樂活 生命 文化 學系
4,華文傳播與創意系,華文(Na) 傳播(Na) 創意系(Na),華文 傳播 創意系,華文 傳播 與 創意系
4,人文類第二專長學位學程,人文類(Na) 第二(Neu) 專長(Na) 學位(Na) 學程(Na),人文類 第二 專長 學位 學程,人文 類 第二 專長 學位 學程
4,文化創意學院,文化(Na) 創意(Na) 學院(Nc),文化 創意 學院,文化 創意 學院
4,文化與創意學院,文化(Na) 創意(Na) 學院(Nc),文化 創意 學院,文化 與 創意 學院
4,人文社會學院,人文(Na) 社會(Na) 學院(Nc),人文 社會 學院,人文 社會 學院
4,人文與社會學院,人文(Na) 社會(Na) 學院(Nc),人文 社會 學院,人文 與 社會 學院
5,經濟學系,經濟學系(Na),經濟學系,經濟 學系
5,應用經濟系,應用(Na) 經濟系(Nc),應用 經濟系,應用 經濟系
5,合作經濟學系,合作(VH) 經濟(Na) 學系(Na),合作 經濟 學系,合作 經濟 學系
5,產業經濟學系,產業(Na) 經濟(Na) 學系(Na),產業 經濟 學系,產業 經濟 學系
5,國際經濟研究所,國際(Nc) 經濟(Na) 研究所(Nc),國際 經濟 研究所,國際 經濟 研究所
5,管理經濟學系,管理(VC) 經濟(Na) 學系(Na),管理 經濟 學系,管理 經濟 學系
5,知識經濟學系,知識(Na) 經濟(Na) 學系(Na),知識 經濟 學系,知識 經濟 學系
5,經濟與社會研究所,經濟(Na) 社會(Na) 研究所(Nc),經濟 社會 研究所,經濟 與 社會 研究所
5,政治經濟學系,政治(Na) 經濟(Na) 學系(Na),政治 經濟 學系,政治 經濟 學系
5,大陸經濟碩士學位學程,大陸(Nc) 經濟(Na) 碩士(Na) 學位(Na) 學程(Na),大陸 經濟 碩士 學位 學程,大陸 經濟 碩士 學位 學程
5,政治學系,政治(Na) 學系(Na),政治 學系,政治 學系
5,全球政治經濟學係,全球(Nc) 政治(Na) 經濟學(Na),全球 政治 經濟學,全球 政治 經濟學 係
5,全球化政治與經濟學系,全球化(VHC) 政治(Na) 經濟(Na) 學系(Na),全球化 政治 經濟 學系,全球化 政治 與 經濟 學系
5,國際政治研究所,國際(Nc) 政治(Na) 研究所(Nc),國際 政治 研究所,國際 政治 研究所
5,中山人文社會科學研究所,人文(Na) 社會(Na) 科學(Na) 研究所(Nc),人文 社會 科學 研究所,中山 人文 社會 科學 研究所
5,中山學術研究所,學術(Na) 研究所(Nc),學術 研究所,中山 學術 研究所
5,三民主義研究所,研究所(Nc),研究所,三 民主 義 研究所
5,國家安全與大陸研究碩士,國家(Na) 安全(VH) 大陸(Nc) 研究(Nv) 碩士(Na),國家 安全 大陸 研究 碩士,國家 安全 與 大陸 研究 碩士
5,中山與中國大陸研究所,中國(Nc) 大陸(Nc) 研究所(Nc),中國 大陸 研究所,中山 與 中國大陸 研究所
5,社會學系,社會學系(Nc),社會學系,社會 學系
5,應用社會學系,應用(Na) 社會學系(Nc),應用 社會學系,應用 社會 學系
5,社會發展學系,社會(Na) 發展(VC) 學系(Na),社會 發展 學系,社會 發展 學系
5,資訊社會學研究所,資訊(Na) 社會學(Na) 研究所(Nc),資訊 社會學 研究所,資訊 社會學 研究所
5,社會科學系,社會(Na) 科學(Na),社會 科學,社會 科學系
5,社會暨政策科學學系,社會(Na) 政策(Na) 科學(Na) 學系(Na),社會 政策 科學 學系,社會 暨 政策 科學學系
5,社會與文化研究所,社會(Na) 文化(Na) 研究所(Nc),社會 文化 研究所,社會 與 文化 研究所
5,性別研究所,性別(Na) 研究所(Nc),性別 研究所,性別 研究所
5,社會人類學研究所,社會(Na) 人類學(Na) 研究所(Nc),社會 人類學 研究所,社會 人 類學 研究所
5,社會暨公共行政學系,社會(Na) 行政(Na) 學系(Na),社會 行政 學系,社會 暨 公共行政 學系
5,民族學系,民族學系(Nc),民族學系,民族 學系
5,民族文化學系,民族(Na) 文化(Na) 學系(Na),民族 文化 學系,民族 文化 學系
5,民族發展學系,民族(Na) 發展(Na) 學系(Na),民族 發展 學系,民族 發展 學系
5,民族事務與發展學系,民族(Na) 事務(Na) 發展(VC) 學系(Na),民族 事務 發展 學系,民族 事務 與 發展 學系
5,客家研究所,客家(Na) 研究所(Nc),客家 研究所,客家 研究所
5,客家政治經濟與政策研究所,客家(Na) 政治(Na) 經濟(Na) 政策(Na) 研究所(Nc),客家 政治 經濟 政策 研究所,客家 政治 經濟 與 政策 研究所
5,族群與文化研究所,族群(Na) 文化(Na) 研究所(Nc),族群 文化 研究所,族群 與 文化 研究所
5,族群關係與文化研究所,族群(Na) 關係(Na) 文化(Na) 研究所(Nc),族群 關係 文化 研究所,族群 關 係 與 文化 研究所
5,民族與華僑研究所,民族(Na) 華僑(Na) 研究所(Nc),民族 華僑 研究所,民族 與 華僑 研究所
5,民族社會學系,民族(Na) 社會學系(Na),民族 社會學系,民族 社會 學系
5,原住民民族學院不分系,原住民(Na) 民族(Na) 學院(Nc),原住民 民族 學院,原住民 民族 學院 不 分系
5,心理學系,心理學系(Nc),心理學系,心理 學系
5,應用心理學系,應用(Na) 心理學系(Na),應用 心理學系,應用 心理 學系
5,（臨床）行為科學研究所,行為(Na) 科學(Na) 研究所(Nc),行為 科學 研究所,（ 臨床 ） 行為 科學 研究所
5,社會心理學系,社會(Na) 心理學系(Na),社會 心理學系,社會 心理 學系
5,心理輔導學系,心理(Na) 輔導學(Na),心理 輔導學,心理 輔導 學系
5,臨床心理學系,心理學系(Na),心理學系,臨床 心理 學系
5,臨床與諮商心理學系,諮商(VE) 心理學系(Nc),諮商 心理學系,臨床 與 諮 商 心理 學系
5,輔導與諮商學系,輔導(Nv) 諮商(VE) 學系(Na),輔導 諮商 學系,輔導 與 諮 商學系
5,諮商與輔導學系,諮商(VE) 輔導學系(VC),諮商 輔導學系,諮 商 與 輔導 學系
5,諮商心理學系,諮商(VE) 心理學系(Na),諮商 心理學系,諮 商 心理 學系
5,諮商與心理學系,諮商(VE) 心理學系(Na),諮商 心理學系,諮 商 與 心理 學系
5,諮商與應用心裡學系,諮商(VE) 應用(VC) 心裡學系(Na),諮商 應用 心裡學系,諮 商 與 應 用心 裡學系
5,心理與諮商學系,心理(Na) 諮商(VE) 學系(Na),心理 諮商 學系,心理 與 諮 商學系
5,認知科學研究所,認知(VJ) 科學(Na) 研究所(Nc),認知 科學 研究所,認知 科學 研究所
5,認知與神經科學研究所,認知(Na) 神經(Na) 科學(Na) 研究所(Nc),認知 神經 科學 研究所,認知 與 神經 科學 研究所
5,行為醫學研究所,行為(Na) 醫學(Na) 研究所(Nc),行為 醫學 研究所,行為 醫學 研究所
5,心理復健學系,心理(Na) 復健(Nv) 學系(Na),心理 復健 學系,心理 復 健學系
5,諮商與教育心理研究所,諮商(VE) 教育(Na) 心理(Na) 研究所(Nc),諮商 教育 心理 研究所,諮 商 與 教育 心理 研究所
5,婚姻與家族治療研究所,婚姻(Na) 家族(Na) 治療(VC) 研究所(Nc),婚姻 家族 治療 研究所,婚姻 與 家族 治療 研究所
5,神經科學與認知科學研究所,神經(Na) 科學(Na) 認知(VJ) 科學(Na) 研究所(Nc),神經 科學 認知 科學 研究所,神經 科學 與 認知 科學 研究所
5,心理及社會工作學系,心理(Na) 社會(Na) 工作(Na) 學系(Na),心理 社會 工作 學系,心理 及 社會 工作 學系
5,諮商與工商心理學系,諮商(VE) 工商(Na) 心理學(Na),諮商 工商 心理學,諮 商 與 工商 心理 學系
5,諮商與臨床心理學系,諮商(VE) 心理學(Na),諮商 心理學,諮 商 與 臨床 心理 學系
5,健康心理學系,健康(VH) 心理學系(Na),健康 心理學系,健康心理 學系
5,地理學系,地理(Na) 學系(Na),地理 學系,地理 學系
5,地理環境資源學系,地理(Na) 環境(Na) 資源(Na) 學系(Na),地理 環境 資源 學系,地理 環境 資源 學系
5,地學研究所,地學(Na) 研究所(Nc),地學 研究所,地學 研究所
5,美國研究所,美國(Nc) 研究所(Nc),美國 研究所,美國 研究所
5,東亞研究所,東亞(Nc) 研究所(Nc),東亞 研究所,東亞 研究所
5,東亞文化暨發展學系,東亞(Nc) 文化(Na) 發展(VC) 學系(Na),東亞 文化 發展 學系,東亞 文化 暨 發展 學系
5,東南亞研究所,東南亞(Nc) 研究所(Nc),東南亞 研究所,東南亞 研究所
5,日本研究所,日本(Nc) 研究所(Nc),日本 研究所,日本 研究所
5,歐洲研究所,歐洲(Nc) 研究所(Nc),歐洲 研究所,歐洲 研究所
5,大陸研究所,大陸(Nc) 研究所(Nc),大陸 研究所,大陸 研究所
5,中國大陸研究所,中國(Nc) 大陸(Nc) 研究所(Nc),中國 大陸 研究所,中國大陸 研究所
5,拉丁美洲研究所,拉丁美洲(Nc) 研究所(Nc),拉丁美洲 研究所,拉丁美洲 研究所
5,俄羅斯研究所,俄羅斯(Nc) 研究所(Nc),俄羅斯 研究所,俄羅斯 研究所
5,德國文化學系,德國(Nc) 文化(Na) 學系(Na),德國 文化 學系,德國 文化 學系
5,亞太研究所,亞太(Nc) 研究所(Nc),亞太 研究所,亞太 研究所
5,中亞研究所,中亞(Nc) 研究所(Nc),中亞 研究所,中亞 研究所
5,文化與自然資源學系,文化(Na) 自然(Na) 資源(Na) 學系(Na),文化 自然 資源 學系,文化 與 自然 資源 學系
5,區域人文社會學系,區域(Nc) 人文(Na) 社會學系(Nc),區域 人文 社會學系,區域 人文 社會 學系
5,多元文化與語言學系,多元(VH) 文化(Na) 語言學系(Na),多元 文化 語言學系,多元 文化 與 語言學系
5,東方人文思想研究所,東方(Ncd) 人文(Na) 思想(Na) 研究所(Nc),東方 人文 思想 研究所,東方 人文 思想 研究所
5,鄉土文化學系,鄉土(Na) 文化(Na) 學系(Na),鄉土 文化 學系,鄉土 文化 學系
5,閩南文化研究所,閩南(Nc) 文化(Na) 研究所(Nc),閩南 文化 研究所,閩南 文化 研究所
5,台灣研究所,台灣(Nc) 研究所(Nc),台灣 研究所,台灣 研究所
5,台灣文化研究所,台灣(Nc) 文化(Na) 研究所(Nc),台灣 文化 研究所,台灣 文化 研究所
5,台灣文化及語言研究所,台灣(Nc) 文化(Na) 語言(Na) 研究所(Nc),台灣 文化 語言 研究所,台灣 文化 及 語言 研究所
5,台灣文化及語言文學研究所,台灣(Nc) 文化(Na) 語言(Na) 文學(Na) 研究所(Nc),台灣 文化 語言 文學 研究所,台灣 文化 及 語言文學 研究所
5,南島文化研究所,南島(Nc) 文化(Na) 研究所(Nc),南島 文化 研究所,南島 文化 研究所
5,客家文化研究所,客家(Na) 文化(Na) 研究所(Nc),客家 文化 研究所,客家 文化 研究所
5,客家文化產業研究所,客家(Na) 文化(Na) 產業(Na) 研究所(Nc),客家 文化 產業 研究所,客家 文化 產業 研究所
5,客家社會文化研究所，客家社會與文化研究所,客家(Na) 社會(Na) 文化(Na) 研究所(Nc) 客家(Na) 社會(Na) 文化(Na) 研究所(Nc),客家 社會 文化 研究所 客家 社會 文化 研究所,客家 社會 文化 研究所 ， 客家 社會 與 文化 研究所
5,日本文化研究所,日本(Nc) 文化(Na) 研究所(Nc),日本 文化 研究所,日本 文化 研究所
5,印度文化研究所,印度(Nc) 文化(Na) 研究所(Nc),印度 文化 研究所,印度 文化 研究所
5,台灣研究英語學位學程,台灣(Nc) 研究(VE) 英語(Na) 學位(Na) 學程(Na),台灣 研究 英語 學位 學程,台灣 研究 英語 學位 學程
5,歐洲文化與觀光研究所,歐洲(Nc) 文化(Na) 觀光(Nv) 研究所(Nc),歐洲 文化 觀光 研究所,歐洲 文化 與 觀光 研究所
5,亞太研究英語學位學程,亞太(Nc) 研究(Nv) 英語(Na) 學位(Na) 學程(Na),亞太 研究 英語 學位 學程,亞太 研究 英語 學位 學程
5,中國與亞太區域研究所,中國(Nc) 亞太(Nc) 區域(Na) 研究所(Nc),中國 亞太 區域 研究所,中國 與 亞太區域 研究所
5,美洲研究所,美洲(Nc) 研究所(Nc),美洲 研究所,美洲 研究所
5,亞洲研究所,亞洲(Nc) 研究所(Nc),亞洲 研究所,亞洲 研究所
5,社會與區域發展學系,社會(Na) 區域(Nc) 發展(Na) 學系(Na),社會 區域 發展 學系,社會 與 區域 發展 學系
5,日本市場暨商務策略研究所,日本(Nc) 市場(Nc) 商務(Na) 策略(Na) 研究所(Nc),日本 市場 商務 策略 研究所,日本 市場 暨 商務 策略 研究所
5,公共行政學系,行政(Na) 學系(Na),行政 學系,公共行政 學系
5,公行系,公行系(Nc),公行系,公行 系
5,行政學系,行政學系(Na),行政學系,行政 學系
5,行政管理學系,行政(Na) 管理(VC) 學系(Na),行政 管理 學系,行政 管理 學系
5,行政管理暨政策學系,行政(Na) 管理(VC) 政策(Na) 學系(Na),行政 管理 政策 學系,行政 管理 暨 政策 學系
5,行政與領導研究所,行政(Na) 領導(Na) 研究所(Nc),行政 領導 研究所,行政 與 領導 研究所
5,公共政策研究所,政策(Na) 研究所(Nc),政策 研究所,公共政策 研究所
5,公共政策與管理學系,政策(Na) 管理(Na) 學系(Na),政策 管理 學系,公共政策 與 管理 學系
5,公共事務學系,事務(Na) 學系(Na),事務 學系,公共 事務學系
5,公共事務管理學系,事務(Na) 管理(VC) 學系(Na),事務 管理 學系,公共 事務 管理 學系
5,社會暨公共事務學系,社會(Na) 事務(Na) 學系(Na),社會 事務 學系,社會 暨 公共 事務學系
5,國家政策與公共事務研究所,國家(Na) 政策(Na) 事務(Na) 研究所(Nc),國家 政策 事務 研究所,國家 政策 與 公共 事務 研究所
5,地政學系,地政學系(Na),地政學系,地政學系
5,社會行政學系,社會(Na) 行政(Na) 學系(Na),社會 行政 學系,社會 行政 學系
5,邊政學系,邊政學系(Na),邊政學系,邊政學系
5,巿政學系,巿政學系(Na),巿政學系,巿 政學系
5,公共管理與社區發展研究所,管理(Na) 社區(Nc) 發展(Nv) 研究所(Nc),管理 社區 發展 研究所,公共 管理 與 社區 發展 研究所
5,高階公共政策碩士,政策(Na) 碩士(Na),政策 碩士,高階 公共政策 碩士
5,國際事務係,國際(Nc) 事務(Na),國際 事務,國際 事務 係
5,國際暨大陸事務係,國際(Nc) 大陸(Nc) 事務(Na),國際 大陸 事務,國際 暨大 陸事務 係
5,國際與兩岸事務系,國際(Nc) 兩岸(Nc) 事務系(Nc),國際 兩岸 事務系,國際 與 兩岸 事務系
5,國際事務與戰略研究所,國際(Nc) 事務(Na) 戰略(Na) 研究所(Nc),國際 事務 戰略 研究所,國際 事務 與 戰略 研究所
5,國際事務與全球戰略研究所,國際(Nc) 事務(Na) 全球(Nc) 戰略(Na) 研究所(Nc),國際 事務 全球 戰略 研究所,國際 事務 與 全球 戰略 研究所
5,戰略暨國際事務研究所,戰略(Na) 國際(Nc) 事務(Na) 研究所(Nc),戰略 國際 事務 研究所,戰略 暨 國際 事務 研究所
5,國際事業暨文化交流研究所,國際(Nc) 事業(Na) 文化(Na) 交流(VH) 研究所(Nc),國際 事業 文化 交流 研究所,國際 事業 暨 文化交流 研究所
5,外交學系,外交(Na) 學系(Na),外交 學系,外交 學系
5,國際關係學系,國際(Nc) 關係(Na) 學系(Na),國際 關係 學系,國際關 係 學系
5,國際事務與策略研究所,國際(Nc) 事務(Na) 策略(Na) 研究所(Nc),國際 事務 策略 研究所,國際 事務 與 策略 研究所
5,全球經營與策略研究所,全球(Nc) 經營(VC) 策略(Na) 研究所(Nc),全球 經營 策略 研究所,全球 經營 與 策略 研究所
5,區域政策與發展研究所,區域(Nc) 政策(Na) 發展(Nv) 研究所(Nc),區域 政策 發展 研究所,區域 政策 與 發展 研究所
5,國家發展研究所,國家(Na) 發展(Nv) 研究所(Nc),國家 發展 研究所,國家 發展 研究所
5,國家發展與兩岸關係研究所,國家(Na) 發展(Nv) 兩岸(Nc) 關係(Na) 研究所(Nc),國家 發展 兩岸 關係 研究所,國家 發展 與 兩岸關 係 研究所
5,國發所,國發所(Nc),國發所,國發 所
5,勞工學系,勞工(Na) 學系(Na),勞工 學系,勞工學系
5,勞工關係學系,勞工(Na) 關係(Na) 學系(Na),勞工 關係 學系,勞工關 係 學系
5,勞動學研究所,勞動學(Na) 研究所(Nc),勞動學 研究所,勞動學 研究所
5,勞動暨人力資源學系,勞動(VC) 人力(Na) 資源(Na) 學系(Na),勞動 人力 資源 學系,勞動 暨 人力 資源 學系
5,教育社會學研究所,教育(Na) 社會學(Na) 研究所(Nc),教育 社會學 研究所,教育社 會學 研究所
5,犯罪學系,犯罪(Nv) 學系(Na),犯罪 學系,犯罪 學系
5,犯罪防治學系,犯罪(VA) 防治(VC) 學系(Na),犯罪 防治 學系,犯罪 防治 學系
5,未來學系,未來(Nd) 學系(Na),未來 學系,未來 學系
5,文化社會政策研究所,文化(Na) 社會(Na) 政策(Na) 研究所(Nc),文化 社會 政策 研究所,文化 社會 政策 研究所
5,中美關係研究所,中美(Nc) 關係(Na) 研究所(Nc),中美 關係 研究所,中美關 係 研究所
5,醫學社會學系,醫學(Na) 社會學系(Nc),醫學 社會學系,醫學 社會 學系
5,社會醫學系,社會(Na) 醫學(Nc),社會 醫學,社會 醫學系
5,工業關係學系,工業(Na) 關係(Na) 學系(Na),工業 關係 學系,工業關 係 學系
5,國防與國家安全研究所,國防(Na) 國家(Na) 安全(VH) 研究所(Nc),國防 國家 安全 研究所,國防 與 國家 安全 研究所
5,資訊與社會研究所,資訊(Na) 社會(Na) 研究所(Nc),資訊 社會 研究所,資訊 與 社會 研究所
5,戰略暨國家安全碩士,戰略(Na) 國家(Na) 安全(VH) 碩士(Na),戰略 國家 安全 碩士,戰略 暨 國家 安全 碩士
5,人權學位學程,人權(Na) 學位(Na) 學程(Na),人權 學位 學程,人權 學位 學程
5,科技與社會研究所,科技(Na) 社會(Na) 研究所(Nc),科技 社會 研究所,科技 與 社會 研究所
5,學習科學研究所,學習(VC) 科學(Na) 研究所(Nc),學習 科學 研究所,學習 科學 研究所
5,民族發展與社會工作學系,民族(Na) 發展(Na) 社會(Na) 工作(Na) 學系(Na),民族 發展 社會 工作 學系,民族 發展 與 社會 工作 學系
5,區域與社會發展學系,區域(Nc) 社會(Na) 發展(VC) 學系(Na),區域 社會 發展 學系,區域 與 社會 發展 學系
5,兩岸關係與安全管理研究所,兩岸(Nc) 關係(Na) 安全(VH) 管理(VC) 研究所(Nc),兩岸 關係 安全 管理 研究所,兩岸關 係 與 安全 管理 研究所
5,公共事務與族群研究學位學程,事務(Na) 族群(Na) 研究(VE) 學位(Na) 學程(Na),事務 族群 研究 學位 學程,公共 事務 與 族群 研究 學位 學程
5,公共與文化事務學系,文化(Na) 事務(Na) 學系(Na),文化 事務 學系,公共 與 文化 事務學系
5,身心障礙與輔助科技研究所,身心(Na) 障礙(Na) 輔助(VC) 科技(Na) 研究所(Nc),身心 障礙 輔助 科技 研究所,身心 障礙 與 輔助 科技 研究所
5,復健諮商研究所,復健(VB) 諮商(VE) 研究所(Nc),復健 諮商 研究所,復 健諮商 研究所
5,老人福祉學系,老人(Na) 福祉(Na) 學系(Na),老人 福祉 學系,老人 福祉 學系
5,勞人照顧係,勞人(Na) 照顧(VC),勞人 照顧,勞人照 顧 係
5,老人長期照顧管理系,老人(Na) 長期(Nd) 照顧(VC) 管理系(Nc),老人 長期 照顧 管理系,老人 長 期照 顧 管理系
5,老人服務事業管理學系,老人(Na) 服務(VC) 事業(Na) 管理(VC) 學系(Na),老人 服務 事業 管理 學系,老人 服務事業 管理 學系
5,福祉科技與服務管理系,福祉(Na) 科技(Na) 服務(VC) 管理系(VC),福祉 科技 服務 管理系,福祉 科技 與 服務 管理系
5,老人褔利與事業系,老人(Na) 褔利(Na) 事業系(Na),老人 褔利 事業系,老人 褔利 與 事業系
5,老年服務管理系,老年(Na) 服務(Nv) 管理系(Na),老年 服務 管理系,老年 服務 管理系
5,銀髮健康駔進與照顧服務學程,銀髮(Na) 健康(VH) 照顧(VC) 服務(VC) 學程(Na),銀髮 健康 照顧 服務 學程,銀 髮 健康 駔 進 與 照顧 服務學程
5,銀髮族健康促進與照顧服務學程,銀髮族(Na) 健康(VH) 促進(VK) 照顧(VC) 服務(VC) 學程(Na),銀髮族 健康 促進 照顧 服務 學程,銀 髮 族 健康 促進 與 照顧 服務學程
5,銀髮健康促進學系,銀髮(Na) 健康(VH) 促進(VK) 學系(Na),銀髮 健康 促進 學系,銀 髮 健康 促進 學系
5,銀髮生活產業學位學程,銀髮(Na) 生活(Na) 產業(Na) 學位(Na) 學程(Na),銀髮 生活 產業 學位 學程,銀 髮 生活 產業 學位 學程
5,銀髮養生環境學系,銀髮(Na) 養生(VA) 環境(Na) 學系(Na),銀髮 養生 環境 學系,銀 髮 養生 環境 學系
5,銀髮生活事業管理學位學程,銀髮(Na) 生活(Na) 事業(Na) 管理(VC) 學位(Na) 學程(Na),銀髮 生活 事業 管理 學位 學程,銀 髮 生活 事業 管理 學位 學程
5,老人福祉與社會工作學系,老人(Na) 福祉(Na) 社會(Na) 工作(Na) 學系(Na),老人 福祉 社會 工作 學系,老人 福祉 與 社會 工作 學系
5,老人長期照顧學位學程,老人(Na) 長期(Na) 照顧(VC) 學位(Na) 學程(Na),老人 長期 照顧 學位 學程,老人 長 期照 顧學位 學程
5,社會工作學系,社會(Na) 工作(Na) 學系(Na),社會 工作 學系,社會 工作 學系
5,社會政策與社會工作學系,社會(Na) 政策(Na) 社會(Na) 工作(Na) 學系(Na),社會 政策 社會 工作 學系,社會 政策 與 社會 工作 學系
5,社工系,社工系(Nc),社工系,社工 系
5,社會行政與社會工作研究所,社會(Na) 行政(Na) 社會(Na) 工作(Na) 研究所(Nc),社會 行政 社會 工作 研究所,社會 行政 與 社會 工作 研究所
5,醫學社會與社會工作學系,醫學(Na) 社會(Na) 社會(Na) 工作(Na) 學系(Na),醫學 社會 社會 工作 學系,醫學 社會 與 社會 工作 學系
5,醫學社會學與社會工作學系,醫學(Na) 社會學(Na) 社會(Na) 工作(Na) 學系(Na),醫學 社會學 社會 工作 學系,醫學 社會學 與 社會 工作 學系
5,社會福利學系,社會(Na) 福利(Na) 學系(Na),社會 福利 學系,社會 福利 學系
5,社會福祉與服務管理系,社會(Na) 福祉(Na) 服務(VC) 管理(VC),社會 福祉 服務 管理,社會 福祉 與 服務 管理系
5,社會工作與兒童少年福利學系,社會(Na) 工作(Na) 兒童(Na) 少年(Na) 福利(Na) 學系(Na),社會 工作 兒童 少年 福利 學系,社會 工作 與 兒童 少年 福利 學系
5,健康照顧社會工作系,健康(VH) 照顧(VC) 社會(Na) 工作(Na),健康 照顧 社會 工作,健康 照顧 社會 工作 系
5,幼兒保育學系,幼兒(Na) 保育(Nv) 學系(Na),幼兒 保育 學系,幼兒 保育 學系
5,嬰幼兒保育技術學系,嬰幼兒(Na) 保育(VC) 技術(Na) 學系(Na),嬰幼兒 保育 技術 學系,嬰幼兒 保育 技術 學系
5,兒童發展研究所,兒童(Na) 發展(Na) 研究所(Nc),兒童 發展 研究所,兒童 發展 研究所
5,兒童與家庭學系,兒童(Na) 家庭學系(Na),兒童 家庭學系,兒童 與 家庭 學系
5,兒童與家庭服務學系,兒童(Na) 家庭(Na) 服務(Nv) 學系(Na),兒童 家庭 服務 學系,兒童 與 家庭 服務學系
5,家庭研究與兒童發展學系,家庭(Na) 研究(Nv) 兒童(Na) 發展(VC) 學系(Na),家庭 研究 兒童 發展 學系,家庭 研究 與 兒童 發展 學系
5,兒童福利學系,兒童(Na) 福利(Na) 學系(Na),兒童 福利 學系,兒童 福利 學系
5,青少年兒童福利學系,青少年(Na) 兒童(Na) 福利(Na) 學系(Na),青少年 兒童 福利 學系,青少年 兒童 福利 學系
5,兒童福利學系,兒童(Na) 福利(Na) 學系(Na),兒童 福利 學系,兒童 福利 學系
5,民族社會工作學位學程,民族(Na) 社會(Na) 工作(Na) 學位(Na) 學程(Na),民族 社會 工作 學位 學程,民族 社會 工作 學位 學程
5,社會服務類第二專長學位學程,社會(Na) 服務(Nv) 第二(Neu) 專長(Na) 學位(Na) 學程(Na),社會 服務 第二 專長 學位 學程,社會 服務類 第二 專長 學位 學程
6,商學系,商學系(Nc),商學系,商學系
6,商學與管理研究所,商學(Na) 管理(Na) 研究所(Nc),商學 管理 研究所,商學 與 管理 研究所
6,商務經營研究所,商務(Na) 經營(Nv) 研究所(Nc),商務 經營 研究所,商務 經營 研究所
6,商業經營學系,商業(Na) 經營(VC) 學系(Na),商業 經營 學系,商業 經營 學系
6,智慧財產研究所,智慧(Na) 財產(Na) 研究所(Nc),智慧 財產 研究所,智慧 財產 研究所
6,電子商務學系,電子(Na) 商務(Na) 學系(Na),電子 商務 學系,電子 商務學系
6,資訊與電子商務學系,資訊(Na) 電子(Na) 商務(Na) 學系(Na),資訊 電子 商務 學系,資訊 與 電子 商務學系
6,電子商務管理學系,電子(Na) 商務(Na) 管理(VC) 學系(Na),電子 商務 管理 學系,電子 商務 管理 學系
6,資訊商務學系,資訊(Na) 商務(Na) 學系(Na),資訊 商務 學系,資訊 商務學系
6,資訊經營學系,資訊(Na) 經營(Nv) 學系(Na),資訊 經營 學系,資訊 經營 學系
6,財經研究所,財經(Na) 研究所(Nc),財經 研究所,財經 研究所
6,應用商學系,應用(Na) 商學系(Nc),應用 商學系,應用 商學系
6,數位商務系,商務系(Nc),商務系,數位 商務系
6,會計與財務金融學位學程,會計(Na) 財務(Na) 金融(Na) 學位(Na) 學程(Na),會計 財務 金融 學位 學程,會計 與 財務 金融 學位 學程
6,商業管理學位學程,商業(Na) 管理(Na) 學位(Na) 學程(Na),商業 管理 學位 學程,商業 管理 學位 學程
