mainid,lastname,result,n_lastname,jeiba_lastname,n_lastname_2,n,N,k
6,  商業文書,商業(Na) 文書(Na),商業 文書,    商業 文書,商業 文書,675,886,0
6,會計,會計(Na),會計,會計,會計,676,886,0
6,  會計資訊,會計(Na) 資訊(Na),會計 資訊,    會計 資訊,會計 資訊,677,886,0
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易,國際 貿易,678,886,0
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融,財務 金融,679,886,0
6,  科技管理,科技(Na) 管理(VC),科技 管理,    科技 管理,科技 管理,680,886,0
6,財經系,財經系(Nc),財經系,財經系,財經系,681,886,0
6,  財經雙法律,財經(Na) 法律(Na),財經 法律,    財經雙 法律,財經 法律,682,886,0
6,  會計,會計(Na),會計,    會計,會計,683,886,0
6,事業管理學系,事業(Na) 管理(VC) 學系(Na),事業 管理 學系,事業 管理 學系,事業 管理 學系,684,886,0
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理,企業 管理,685,886,0
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系,財務 金融系,686,886,0
6,  銀行保險,銀行(Nc) 保險(Na),銀行 保險,    銀行 保險,銀行 保險,687,886,0
6,國際貿易系 ,國際(Nc) 貿易系(Nc),國際 貿易系,國際 貿易系  ,國際 貿易系,688,886,0
6,  企管,企管(Na),企管,    企管,企管,689,886,0
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系,企業 管理,690,886,0
6,  工業工程管理,工業(Na) 工程(Na) 管理(VC),工業 工程 管理,    工業 工程 管理,工業 工程 管理,691,886,0
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理,企業 管理,692,886,0
6,  企管,企管(Na),企管,    企管,企管,693,886,0
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理,企業 管理,694,886,0
6,  遺漏值,遺漏值(Na),遺漏值,    遺漏 值,遺漏值,695,886,0
6,  國際企業,國際(Nc) 企業(Na),國際 企業,    國際 企業,國際 企業,696,886,0
6,  銀行保險,銀行(Nc) 保險(Na),銀行 保險,    銀行 保險,銀行 保險,697,886,0
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融,財務 金融,698,886,0
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理,資訊 管理,699,886,0
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融,財務 金融,700,886,0
6,工業管理學系 ,工業(Na) 管理(VC) 學系(Na),工業 管理 學系,工業 管理 學系  ,工業 管理 學系,701,886,0
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理,企業 管理,702,886,0
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融,財務 金融,703,886,0
6,國際貿易,國際(Nc) 貿易(Na),國際 貿易,國際 貿易,國際 貿易,704,886,0
6,  商業管理,商業(Na) 管理(Na),商業 管理,    商業 管理,商業 管理,705,886,0
6,  醫務管理,醫務(Na) 管理(VC),醫務 管理,    醫務 管理,醫務 管理,706,886,0
6,  會計,會計(Na),會計,    會計,會計,707,886,0
6,企業管理學系,企業(Na) 管理(Na) 學系(Na),企業 管理 學系,企業 管理 學系,企業 管理 學系,708,886,0
6,行銷流通系,行銷(Na) 流通(Nv),行銷 流通,行銷 流通 系,行銷 流通,709,886,0
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系,財務 金融系,710,886,0
6,  財經,財經(Na),財經,    財經,財經,711,886,0
6,行銷與流通管理學系,行銷(Na) 流通(Nv) 管理(Na) 學系(Na),行銷 流通 管理 學系,行銷 與 流通 管理 學系,行銷 流通 管理 學系,712,886,0
6,會計資訊學系,會計(Na) 資訊(Na) 學系(Na),會計 資訊 學系,會計 資訊學系,會計 資訊 學系,713,886,0
6,企業管理學系,企業(Na) 管理(Na) 學系(Na),企業 管理 學系,企業 管理 學系,企業 管理 學系,714,886,0
6,  資管,資管(Na),資管,    資管,資管,715,886,0
6,  企管,企管(Na),企管,    企管,企管,716,886,0
6,行銷與流通管理系,行銷(Na) 流通(Nv) 管理(Nc),行銷 流通 管理,行銷 與 流通 管理系,行銷 流通 管理,717,886,0
6,  會計,會計(Na),會計,    會計,會計,718,886,0
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系,財務 金融系,719,886,0
6,傳播管理學系,傳播(Na) 管理(Na) 學系(Na),傳播 管理 學系,傳播 管理 學系,傳播 管理 學系,720,886,0
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融,財務 金融,721,886,0
6,  財稅金融,財稅(Na) 金融(Na),財稅 金融,    財稅 金融,財稅 金融,722,886,0
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理,資訊 管理,723,886,0
6,企業管理科,企業(Na) 管理(Na),企業 管理,企業 管理科,企業 管理,724,886,0
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融,財務 金融,725,886,0
6,  企管,企管(Na),企管,    企管,企管,726,886,0
6,風險管理與保險學系,風險(Na) 管理(VC) 保險(Na) 學系(Na),風險 管理 保險 學系,風險 管理 與 保險 學系,風險 管理 保險 學系,727,886,0
6,國際商務系,國際(Nc) 商務系(Nc),國際 商務系,國際 商務系,國際 商務系,728,886,0
6,醫務管理系,醫務(Na) 管理(VC),醫務 管理,醫務 管理系,醫務 管理,729,886,0
6,  國貿,國貿(Na),國貿,    國貿,國貿,730,886,0
6,  會計,會計(Na),會計,    會計,會計,731,886,0
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理,資訊 管理,732,886,0
6,  遺漏值,遺漏值(Na),遺漏值,    遺漏 值,遺漏值,733,886,0
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理,企業 管理,734,886,0
6,風險管理與保險學,風險(Na) 管理(VC) 保險學(Na),風險 管理 保險學,風險 管理 與 保險學,風險 管理 保險學,735,886,0
6,國際企業管理系,國際(Nc) 企業(Na) 管理(Nc),國際 企業 管理,國際 企業 管理系,國際 企業 管理,736,886,0
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融,財務 金融,737,886,0
6,  會計,會計(Na),會計,    會計,會計,738,886,0
6,國貿科 ,國貿科(Nc),國貿科,國貿科  ,國貿科,739,886,0
6,  國貿,國貿(Na),國貿,    國貿,國貿,740,886,0
6,  流通管理,流通(Nv) 管理(VC),流通 管理,    流通 管理,流通 管理,741,886,0
6,健康產業管理學系,健康(VH) 產業(Na) 管理(VC) 學系(Na),健康 產業 管理 學系,健康 產業 管理 學系,健康 產業 管理 學系,742,886,0
6,企業管理,企業(Na) 管理(Na),企業 管理,企業 管理,企業 管理,743,886,0
6,健康事業管理系,健康(VH) 事業(Na) 管理(Na),健康 事業 管理,健康 事業 管理系,健康 事業 管理,744,886,0
6,  國貿,國貿(Na),國貿,    國貿,國貿,745,886,0
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系,企業 管理,746,886,0
6,  國際企業,國際(Nc) 企業(Na),國際 企業,    國際 企業,國際 企業,747,886,0
6,  商用日文,日文(Na),日文,    商用 日文,日文,748,886,0
6,國際貿易學,國際(Nc) 貿易(Na),國際 貿易,國際 貿易學,國際 貿易,749,886,0
6,  企管,企管(Na),企管,    企管,企管,750,886,0
6,  國貿,國貿(Na),國貿,    國貿,國貿,751,886,0
6,  企管,企管(Na),企管,    企管,企管,752,886,0
6,  會計,會計(Na),會計,    會計,會計,753,886,0
6,  工業工程管理,工業(Na) 工程(Na) 管理(VC),工業 工程 管理,    工業 工程 管理,工業 工程 管理,754,886,0
6,  國際企業管理,國際(Nc) 企業(Na) 管理(VC),國際 企業 管理,    國際 企業 管理,國際 企業 管理,755,886,0
6,  資管,資管(Na),資管,    資管,資管,756,886,0
6,行銷與物流管理科,行銷(Na) 物流(Na) 管理(Na),行銷 物流 管理,行銷 與 物流 管理科,行銷 物流 管理,757,886,0
6,  企管,企管(Na),企管,    企管,企管,758,886,0
6,國際貿易,國際(Nc) 貿易(Na),國際 貿易,國際 貿易,國際 貿易,759,886,0
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理,資訊 管理,760,886,0
6,財金商管,財金商(Na),財金商,財金 商管,財金商,761,886,0
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系,企業 管理,762,886,0
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易,國際 貿易,763,886,0
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系,企業 管理,764,886,0
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理,企業 管理,765,886,0
6,醫務管理學系,醫務(Na) 管理(VC) 學系(Na),醫務 管理 學系,醫務 管理 學系,醫務 管理 學系,766,886,0
6,  會計,會計(Na),會計,    會計,會計,767,886,0
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易,國際 貿易,768,886,0
6,國際企業經營系,國際(Nc) 企業(Na) 經營(Nc),國際 企業 經營,國際 企業 經營系,國際 企業 經營,769,886,0
6,資訊管理,資訊(Na) 管理(Na),資訊 管理,資訊 管理,資訊 管理,770,886,0
6,金融系,金融系(Nc),金融系,金融系,金融系,771,886,0
6,國際貿易學系,國際(Nc) 貿易(Na) 學系(Na),國際 貿易 學系,國際 貿易 學系,國際 貿易 學系,772,886,0
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易,國際 貿易,773,886,0
6,  行銷流通,行銷(Na) 流通(VA),行銷 流通,    行銷 流通,行銷 流通,774,886,0
6,資訊管理,資訊(Na) 管理(Na),資訊 管理,資訊 管理,資訊 管理,775,886,0
6,企管系,企管系(Nc),企管系,企管系,企管系,776,886,0
6,會計,會計(Na),會計,會計,會計,777,886,0
6,財政稅務,財政(Na) 稅務(Na),財政 稅務,財政稅務,財政 稅務,778,886,0
6,國際企業學系,國際(Nc) 企業(Na) 學系(Na),國際 企業 學系,國際 企業 學系,國際 企業 學系,779,886,0
6,商業及管理學系商業及管理學,商業(Na) 管理(Na) 學系(Na) 商業(Na) 管理學(Na),商業 管理 學系 商業 管理學,商業 及 管理 學系 商業 及 管理 學,商業 管理 學系 商業 管理學,780,886,0
6,國貿系,國貿系(Nc),國貿系,國貿系,國貿系,781,886,0
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系,企業 管理,782,886,0
6,資訊管理系,資訊(Na) 管理(Nc),資訊 管理,資訊 管理系,資訊 管理,783,886,0
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理,企業 管理,784,886,0
6,財務金融 ,財務(Na) 金融(Na),財務 金融,財務 金融  ,財務 金融,785,886,0
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系,企業 管理,786,886,0
6,工業管理,工業(Na) 管理(Na),工業 管理,工業 管理,工業 管理,787,886,0
6,  會計,會計(Na),會計,    會計,會計,788,886,0
6,行銷系,行銷系(Nc),行銷系,行銷系,行銷系,789,886,0
6,資訊管理,資訊(Na) 管理(Na),資訊 管理,資訊 管理,資訊 管理,790,886,0
6,行銷與流通管理系,行銷(Na) 流通(Nv) 管理(Nc),行銷 流通 管理,行銷 與 流通 管理系,行銷 流通 管理,791,886,0
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系,企業 管理,792,886,0
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系,財務 金融系,793,886,0
6,人力資源發展系,人力(Na) 資源(Na) 發展(Nc),人力 資源 發展,人力 資源 發展系,人力 資源 發展,794,886,0
6,  營建管理,營建(VC) 管理(VC),營建 管理,    營建 管理,營建 管理,795,886,0
6,  會計,會計(Na),會計,    會計,會計,796,886,0
6,  國際企業,國際(Nc) 企業(Na),國際 企業,    國際 企業,國際 企業,797,886,0
6,金融與合作経營系,金融(Na) 合作(VH) 経營系(Nc),金融 合作 経營系,金融 與 合作 経 營 系,金融 合作 経營系,798,886,0
6,醫務管理系,醫務(Na) 管理(VC),醫務 管理,醫務 管理系,醫務 管理,799,886,0
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理,企業 管理,800,886,0
6,人力資源暨公 共關係 ,人力(Na) 資源(Na) 關係(Na),人力 資源 關係,人力 資源 暨 公   共關 係  ,人力 資源 關係,801,886,0
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系,財務 金融系,802,886,0
6,會計學系,會計(Na) 學系(Na),會計 學系,會計 學系,會計 學系,803,886,0
6,電子商務管理,電子(Na) 商務(Na) 管理(VC),電子 商務 管理,電子 商務 管理,電子 商務 管理,804,886,0
6,國際貿易系,國際(Nc) 貿易(Nc),國際 貿易,國際 貿易系,國際 貿易,805,886,0
6,  商業文書,商業(Na) 文書(Na),商業 文書,    商業 文書,商業 文書,806,886,0
6,會計系,會計系(Nc),會計系,會計系,會計系,807,886,0
6,國際企業學系,國際(Nc) 企業(Na) 學系(Na),國際 企業 學系,國際 企業 學系,國際 企業 學系,808,886,0
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系,財務 金融系,809,886,0
6,  商業管理,商業(Na) 管理(Na),商業 管理,    商業 管理,商業 管理,810,886,0
6,企業管理,企業(Na) 管理(Na),企業 管理,企業 管理,企業 管理,811,886,0
6,保險金融學系 ,保險(Na) 金融(Na) 學系(Na),保險 金融 學系,保險 金融 學系  ,保險 金融 學系,812,886,0
6,行銷與流通管理,行銷(Na) 流通(Nv) 管理(Na),行銷 流通 管理,行銷 與 流通 管理,行銷 流通 管理,813,886,0
6,管理與資訊系,管理(VC) 資訊系(Nc),管理 資訊系,管理 與 資訊系,管理 資訊系,814,886,0
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理,資訊 管理,815,886,0
6,  國際企業,國際(Nc) 企業(Na),國際 企業,    國際 企業,國際 企業,816,886,0
6,工業管理系,工業(Na) 管理(Nc),工業 管理,工業 管理系,工業 管理,817,886,0
6,會計學,會計學(Na),會計學,會計學,會計學,818,886,0
6,國際貿易,國際(Nc) 貿易(Na),國際 貿易,國際 貿易,國際 貿易,819,886,0
6,商業經營,商業(Na) 經營(VC),商業 經營,商業 經營,商業 經營,820,886,0
6,財經系,財經系(Nc),財經系,財經系,財經系,821,886,0
6,會計學系,會計(Na) 學系(Na),會計 學系,會計 學系,會計 學系,822,886,0
6,企業管理學系,企業(Na) 管理(Na) 學系(Na),企業 管理 學系,企業 管理 學系,企業 管理 學系,823,886,0
6,會計系,會計系(Nc),會計系,會計系,會計系,824,886,0
6,國企系,國企系(Nc),國企系,國企系,國企系,825,886,0
6,  企管,企管(Na),企管,    企管,企管,826,886,0
6,企業管理學系,企業(Na) 管理(Na) 學系(Na),企業 管理 學系,企業 管理 學系,企業 管理 學系,827,886,0
6,房地產開發與管理系,房地產(Na) 開發(Nv) 管理(VC),房地產 開發 管理,房地產 開發 與 管理系,房地產 開發 管理,828,886,0
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易,國際 貿易,829,886,0
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理,企業 管理,830,886,0
6,  國貿,國貿(Na),國貿,    國貿,國貿,831,886,0
6,企業管理學,企業(Na) 管理(Na),企業 管理,企業 管理 學,企業 管理,832,886,0
6,工業工程與管理,工業(Na) 工程(Na) 管理(Na),工業 工程 管理,工業 工程 與 管理,工業 工程 管理,833,886,0
6,行銷與流通管理,行銷(Na) 流通(Nv) 管理(Na),行銷 流通 管理,行銷 與 流通 管理,行銷 流通 管理,834,886,0
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系,企業 管理,835,886,0
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融,財務 金融,836,886,0
6,  國貿,國貿(Na),國貿,    國貿,國貿,837,886,0
6,工業管理系,工業(Na) 管理(Nc),工業 管理,工業 管理系,工業 管理,838,886,0
6,財務金融,財務(Na) 金融(Na),財務 金融,財務 金融,財務 金融,839,886,0
6,  會統,會統(Na),會統,    會統,會統,840,886,0
6,企業管理,企業(Na) 管理(Na),企業 管理,企業 管理,企業 管理,841,886,0
6,  國際貿易系,國際(Nc) 貿易(Nc),國際 貿易,    國際 貿易系,國際 貿易,842,886,0
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理,企業 管理,843,886,0
6,企业管理系。,企业(Na) 管理(Na),企业 管理,企业 管理系 。,企业 管理,844,886,0
6,電子商務科技管理,電子(Na) 商務(Na) 科技(Na) 管理(Na),電子 商務 科技 管理,電子 商務 科技 管理,電子 商務 科技 管理,845,886,0
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理,企業 管理,846,886,0
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融,財務 金融,847,886,0
6,行銷與流通管理系,行銷(Na) 流通(Nv) 管理(Nc),行銷 流通 管理,行銷 與 流通 管理系,行銷 流通 管理,848,886,0
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系,企業 管理,849,886,0
6,  工商管理,工商(Na) 管理(VC),工商 管理,    工商管理,工商 管理,850,886,0
6,會計系,會計系(Nc),會計系,會計系,會計系,851,886,0
6,  金融管理,金融(Na) 管理(VC),金融 管理,    金融管理,金融 管理,852,886,0
6,  醫務管理,醫務(Na) 管理(VC),醫務 管理,    醫務 管理,醫務 管理,853,886,0
6,  財務稅務,財務(Na) 稅務(Na),財務 稅務,    財務稅務,財務 稅務,854,886,0
6,  金融與風險管理,金融(Na) 風險(Na) 管理(VC),金融 風險 管理,    金融 與 風險 管理,金融 風險 管理,855,886,0
6,  流通管理,流通(Nv) 管理(VC),流通 管理,    流通 管理,流通 管理,856,886,0
6,  企管,企管(Na),企管,    企管,企管,857,886,0
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融,財務 金融,858,886,0
6,國企系,國企系(Nc),國企系,國企系,國企系,859,886,0
6,企業管理學系,企業(Na) 管理(Na) 學系(Na),企業 管理 學系,企業 管理 學系,企業 管理 學系,860,886,0
6,  工業管理,工業(Na) 管理(VC),工業 管理,    工業 管理,工業 管理,861,886,0
6,  國貿,國貿(Na),國貿,    國貿,國貿,862,886,0
6,運籌管理系 ,運籌(VC) 管理系(Nc),運籌 管理系,運籌 管理系  ,運籌 管理系,863,886,0
6,  會計,會計(Na),會計,    會計,會計,864,886,0
6,  金融,金融(Na),金融,    金融,金融,865,886,0
6,  國貿,國貿(Na),國貿,    國貿,國貿,866,886,0
6,國際企業學系,國際(Nc) 企業(Na) 學系(Na),國際 企業 學系,國際 企業 學系,國際 企業 學系,867,886,0
6,  會計,會計(Na),會計,    會計,會計,868,886,0
6,  企管,企管(Na),企管,    企管,企管,869,886,0
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融,財務 金融,870,886,0
6,企業管理,企業(Na) 管理(Na),企業 管理,企業 管理,企業 管理,871,886,0
6,健康產業資訊,健康(VH) 產業(Na) 資訊(Na),健康 產業 資訊,健康 產業 資訊,健康 產業 資訊,872,886,0
6,  企管,企管(Na),企管,    企管,企管,873,886,0
6,企業管理學系,企業(Na) 管理(Na) 學系(Na),企業 管理 學系,企業 管理 學系,企業 管理 學系,874,886,0
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易,國際 貿易,875,886,0
6,  國際企業管理,國際(Nc) 企業(Na) 管理(VC),國際 企業 管理,    國際 企業 管理,國際 企業 管理,876,886,0
6,  財經,財經(Na),財經,    財經,財經,877,886,0
6,  醫務管理,醫務(Na) 管理(VC),醫務 管理,    醫務 管理,醫務 管理,878,886,0
6,  企管,企管(Na),企管,    企管,企管,879,886,0
6,財務金融,財務(Na) 金融(Na),財務 金融,財務 金融,財務 金融,880,886,0
6,  國際企業,國際(Nc) 企業(Na),國際 企業,    國際 企業,國際 企業,881,886,0
6,企管系,企管系(Nc),企管系,企管系,企管系,882,886,0
6,  商業設計,商業(Na) 設計(Na),商業 設計,    商業 設計,商業 設計,883,886,0
6,  工業管理,工業(Na) 管理(VC),工業 管理,    工業 管理,工業 管理,884,886,0
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系,企業 管理,885,886,0
6,  會計,會計(Na),會計,    會計,會計,886,886,0
7,法律系,法律系(Nc),法律系,法律系,法律系,6,36,0
7,  財經法律,財經(Na) 法律(Na),財經 法律,    財經 法律,財經 法律,7,36,0
7,  法律學,法律學(Na),法律學,    法律 學,法律學,8,36,0
7,  法律,法律(Na),法律,    法律,法律,9,36,0
7,財經法律,財經(Na) 法律(Na),財經 法律,財經 法律,財經 法律,10,36,0
7,  法律,法律(Na),法律,    法律,法律,11,36,0
7,  法律,法律(Na),法律,    法律,法律,12,36,0
7,法律系,法律系(Nc),法律系,法律系,法律系,13,36,0
7,法律,法律(Na),法律,法律,法律,14,36,0
7,  財經法律,財經(Na) 法律(Na),財經 法律,    財經 法律,財經 法律,15,36,0
7,財經法律學系,財經(Na) 法律(Na) 學系(Na),財經 法律 學系,財經 法律 學系,財經 法律 學系,16,36,0
7,法律,法律(Na),法律,法律,法律,17,36,0
7,  財經法律,財經(Na) 法律(Na),財經 法律,    財經 法律,財經 法律,18,36,0
7,法律系,法律系(Nc),法律系,法律系,法律系,19,36,0
7,法律系,法律系(Nc),法律系,法律系,法律系,20,36,0
7,法律系,法律系(Nc),法律系,法律系,法律系,21,36,0
7,法律系,法律系(Nc),法律系,法律系,法律系,22,36,0
7,  財經法律,財經(Na) 法律(Na),財經 法律,    財經 法律,財經 法律,23,36,0
7,法律系,法律系(Nc),法律系,法律系,法律系,24,36,0
7,  法律,法律(Na),法律,    法律,法律,25,36,0
7,法律系,法律系(Nc),法律系,法律系,法律系,26,36,0
7,  法律,法律(Na),法律,    法律,法律,27,36,0
7,  法律,法律(Na),法律,    法律,法律,28,36,0
7,法律,法律(Na),法律,法律,法律,29,36,0
7,法律系,法律系(Nc),法律系,法律系,法律系,30,36,0
7,法學部法律系 ,法學部(Nc) 法律系(Nc),法學部 法律系,法學部 法律系  ,法學部 法律系,31,36,0
7,財經法律,財經(Na) 法律(Na),財經 法律,財經 法律,財經 法律,32,36,0
7,  法律,法律(Na),法律,    法律,法律,33,36,0
7,  法律,法律(Na),法律,    法律,法律,34,36,0
7,  法律,法律(Na),法律,    法律,法律,35,36,0
7,  法律系,法律系(Nc),法律系,    法律系,法律系,36,36,0
8,應用化學系,應用(Na) 化學系(Nc),應用 化學系,應用 化學系,應用 化學系,50,130,0
8,  應用化學,應用(Na) 化學(Na),應用 化學,    應用 化學,應用 化學,51,130,0
8,應用數學系,應用(Na) 數學系(Nc),應用 數學系,應用 數學系,應用 數學系,52,130,0
8,化學系,化學系(Nc),化學系,化學系,化學系,53,130,0
8,應用數學系,應用(Na) 數學系(Nc),應用 數學系,應用 數學系,應用 數學系,54,130,0
8,應用數學 ,應用(Na) 數學(Na),應用 數學,應用 數學  ,應用 數學,55,130,0
8,化學,化學(Na),化學,化學,化學,56,130,0
8,化學系,化學系(Nc),化學系,化學系,化學系,57,130,0
8,化學系,化學系(Nc),化學系,化學系,化學系,58,130,0
8,應用數學系,應用(Na) 數學系(Nc),應用 數學系,應用 數學系,應用 數學系,59,130,0
8,化學系,化學系(Nc),化學系,化學系,化學系,60,130,0
8,地球科學系,地球(Na) 科學(Na),地球 科學,地球 科學系,地球 科學,61,130,0
8,分子生物科技系,分子(Na) 生物(Na) 科技(Na),分子 生物 科技,分子生物 科技 系,分子 生物 科技,62,130,0
8,物理學系 ,物理學系(Nc),物理學系,物理 學系  ,物理學系,63,130,0
8,  化學,化學(Na),化學,    化學,化學,64,130,0
8,化學系,化學系(Nc),化學系,化學系,化學系,65,130,0
8,化學系有機組,化學系(Nc) 有機組(Nc),化學系 有機組,化學系 有 機組,化學系 有機組,66,130,0
8,化學系,化學系(Nc),化學系,化學系,化學系,67,130,0
8,地質科學,地質(Na) 科學(Na),地質 科學,地質 科學,地質 科學,68,130,0
8,化學系,化學系(Nc),化學系,化學系,化學系,69,130,0
8,應用化學系,應用(Na) 化學系(Nc),應用 化學系,應用 化學系,應用 化學系,70,130,0
8,生態系 ,生態系(Na),生態系,生態系  ,生態系,71,130,0
8,生命科學系,生命(Na) 科學(Na),生命 科學,生命 科學系,生命 科學,72,130,0
8,生命科學系,生命(Na) 科學(Na),生命 科學,生命 科學系,生命 科學,73,130,0
8,  生命科學,生命(Na) 科學(Na),生命 科學,    生命 科學,生命 科學,74,130,0
8,  生物科技,生物(Na) 科技(Na),生物 科技,    生物科技,生物 科技,75,130,0
8,物理,物理(Na),物理,物理,物理,76,130,0
8,應用數學系,應用(Na) 數學系(Nc),應用 數學系,應用 數學系,應用 數學系,77,130,0
8,  化學工程,化學(Na) 工程(Na),化學 工程,    化學 工程,化學 工程,78,130,0
8,  地球科學,地球(Na) 科學(Na),地球 科學,    地球 科學,地球 科學,79,130,0
8,  生物資源,生物(Na) 資源(Na),生物 資源,    生物 資源,生物 資源,80,130,0
8,生物醫學科學學系,生物醫學(Na) 科學(Na) 學系(Na),生物醫學 科學 學系,生物 醫學科 學學系,生物醫學 科學 學系,81,130,0
8,生物科技,生物(Na) 科技(Na),生物 科技,生物科技,生物 科技,82,130,0
8,  化學,化學(Na),化學,    化學,化學,83,130,0
8,  化學,化學(Na),化學,    化學,化學,84,130,0
8,  物理,物理(Na),物理,    物理,物理,85,130,0
8,物理系,物理系(Nc),物理系,物理系,物理系,86,130,0
8,  生物資源技術,生物(Na) 資源(Na) 技術(Na),生物 資源 技術,    生物 資源 技術,生物 資源 技術,87,130,0
8,物理學系,物理學系(Nc),物理學系,物理 學系,物理學系,88,130,0
8,  物理,物理(Na),物理,    物理,物理,89,130,0
8,生命科學系,生命(Na) 科學(Na),生命 科學,生命 科學系,生命 科學,90,130,0
8,  物理,物理(Na),物理,    物理,物理,91,130,0
8,  海洋生物科技暨資源,海洋(Na) 生物(Na) 科技(Na) 資源(Na),海洋 生物 科技 資源,    海洋生物 科技 暨 資源,海洋 生物 科技 資源,92,130,0
8,  化學,化學(Na),化學,    化學,化學,93,130,0
8,生命科學系,生命(Na) 科學(Na),生命 科學,生命 科學系,生命 科學,94,130,0
8,化學系 ,化學系(Nc),化學系,化學系  ,化學系,95,130,0
8,  物理,物理(Na),物理,    物理,物理,96,130,0
8,  生命科學系,生命(Na) 科學(Na),生命 科學,    生命 科學系,生命 科學,97,130,0
8,生命科學系,生命(Na) 科學(Na),生命 科學,生命 科學系,生命 科學,98,130,0
8,應用化學系,應用(Na) 化學系(Nc),應用 化學系,應用 化學系,應用 化學系,99,130,0
8,  化學,化學(Na),化學,    化學,化學,100,130,0
8,物理系,物理系(Nc),物理系,物理系,物理系,101,130,0
8,電子物理系,電子(Na) 物理系(Nc),電子 物理系,電子 物理系,電子 物理系,102,130,0
8,應用化學系,應用(Na) 化學系(Nc),應用 化學系,應用 化學系,應用 化學系,103,130,0
8,生命科學系,生命(Na) 科學(Na),生命 科學,生命 科學系,生命 科學,104,130,0
8,化學系,化學系(Nc),化學系,化學系,化學系,105,130,0
8,物理學系,物理學系(Nc),物理學系,物理 學系,物理學系,106,130,0
8,數學系,數學系(Nc),數學系,數學系,數學系,107,130,0
8,應用數學,應用(Na) 數學(Na),應用 數學,應用 數學,應用 數學,108,130,0
8,  生物資訊,生物(Na) 資訊(Na),生物 資訊,    生物 資訊,生物 資訊,109,130,0
8,  化學,化學(Na),化學,    化學,化學,110,130,0
8,水生生物科學系,生物(Na) 科學(Na),生物 科學,水生 生物 科學系,生物 科學,111,130,0
8,  物理,物理(Na),物理,    物理,物理,112,130,0
8,數學系 ,數學系(Nc),數學系,數學系  ,數學系,113,130,0
8,生物科技系,生物(Na) 科技(Na),生物 科技,生物科技 系,生物 科技,114,130,0
8,生命科學系,生命(Na) 科學(Na),生命 科學,生命 科學系,生命 科學,115,130,0
