mainid,lastname,result,n_lastname,jeiba_lastname,n_lastname_2,n,N,k
6,傳播管理學系,傳播(Na) 管理(Na) 學系(Na),傳播 管理 學系,傳播 管理 學系,傳播 管理 學系,115,886,1
6,國際企業管理,國際(Nc) 企業(Na) 管理(Na),國際 企業 管理,國際 企業 管理,國際 企業 管理,116,886,1
6,財務金融 ,財務(Na) 金融(Na),財務 金融,財務 金融  ,財務 金融,117,886,1
6,企業管理學系 ,企業(Na) 管理(Na) 學系(Na),企業 管理 學系,企業 管理 學系  ,企業 管理 學系,118,886,1
6,  統計,統計(Na),統計,    統計,統計,119,886,1
6,國際企業經營系,國際(Nc) 企業(Na) 經營(Nc),國際 企業 經營,國際 企業 經營系,國際 企業 經營,120,886,1
6,  管理資訊,管理(VC) 資訊(Na),管理 資訊,    管理 資訊,管理 資訊,121,886,1
6,醫務管理系,醫務(Na) 管理(VC),醫務 管理,醫務 管理系,醫務 管理,122,886,1
6,  資訊管理與行銷,資訊(Na) 管理(Na) 行銷(Na),資訊 管理 行銷,    資訊 管理 與 行銷,資訊 管理 行銷,123,886,1
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易,國際 貿易,124,886,1
6,  商業經營,商業(Na) 經營(VC),商業 經營,    商業 經營,商業 經營,125,886,1
6,  企管,企管(Na),企管,    企管,企管,126,886,1
6,國際貿易學系,國際(Nc) 貿易(Na) 學系(Na),國際 貿易 學系,國際 貿易 學系,國際 貿易 學系,127,886,1
6,企管系,企管系(Nc),企管系,企管系,企管系,128,886,1
6,  工業管理,工業(Na) 管理(VC),工業 管理,    工業 管理,工業 管理,129,886,1
6,會計資訊系,會計(Na) 資訊系(Nc),會計 資訊系,會計 資訊系,會計 資訊系,130,886,1
6,國際貿易系 ,國際(Nc) 貿易系(Nc),國際 貿易系,國際 貿易系  ,國際 貿易系,131,886,1
6,  企管,企管(Na),企管,    企管,企管,132,886,1
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易,國際 貿易,133,886,1
6,  商業文書,商業(Na) 文書(Na),商業 文書,    商業 文書,商業 文書,134,886,1
6,  銀行保險,銀行(Nc) 保險(Na),銀行 保險,    銀行 保險,銀行 保險,135,886,1
6,產業經營管理學系,產業(Na) 經營(VC) 管理(Na) 學系(Na),產業 經營 管理 學系,產業 經營 管理 學系,產業 經營 管理 學系,136,886,1
6,金融與合作経營系,金融(Na) 合作(VH) 経營系(Nc),金融 合作 経營系,金融 與 合作 経 營 系,金融 合作 経營系,137,886,1
6,會計,會計(Na),會計,會計,會計,138,886,1
6,醫務管理學系,醫務(Na) 管理(VC) 學系(Na),醫務 管理 學系,醫務 管理 學系,醫務 管理 學系,139,886,1
6,  會計,會計(Na),會計,    會計,會計,140,886,1
6,  企管系,企管系(Nc),企管系,    企管系,企管系,141,886,1
6,國際貿易,國際(Nc) 貿易(Na),國際 貿易,國際 貿易,國際 貿易,142,886,1
6,企業管理系 ,企業(Na) 管理系(Na),企業 管理系,企業 管理系  ,企業 管理系,143,886,1
6,  會計,會計(Na),會計,    會計,會計,144,886,1
6,  國貿,國貿(Na),國貿,    國貿,國貿,145,886,1
6,  財政稅務,財政(Na) 稅務(Na),財政 稅務,    財政稅務,財政 稅務,146,886,1
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系,財務 金融系,147,886,1
6,  會計,會計(Na),會計,    會計,會計,148,886,1
6,財經系,財經系(Nc),財經系,財經系,財經系,149,886,1
6,國際企業學系,國際(Nc) 企業(Na) 學系(Na),國際 企業 學系,國際 企業 學系,國際 企業 學系,150,886,1
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融,財務 金融,151,886,1
6,企管,企管(Na),企管,企管,企管,152,886,1
6,企業管理 ,企業(Na) 管理(Na),企業 管理,企業 管理  ,企業 管理,153,886,1
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理,企業 管理,154,886,1
6,企管系,企管系(Nc),企管系,企管系,企管系,155,886,1
6,  資訊傳播,資訊(Na) 傳播(VC),資訊 傳播,    資訊 傳播,資訊 傳播,156,886,1
6,管理與資訊系,管理(VC) 資訊系(Nc),管理 資訊系,管理 與 資訊系,管理 資訊系,157,886,1
6,  財經,財經(Na),財經,    財經,財經,158,886,1
6,工業管理系,工業(Na) 管理(Nc),工業 管理,工業 管理系,工業 管理,159,886,1
6,  會計資訊,會計(Na) 資訊(Na),會計 資訊,    會計 資訊,會計 資訊,160,886,1
6,國貿系,國貿系(Nc),國貿系,國貿系,國貿系,161,886,1
6,  國貿,國貿(Na),國貿,    國貿,國貿,162,886,1
6,企業管理科,企業(Na) 管理(Na),企業 管理,企業 管理科,企業 管理,163,886,1
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易,國際 貿易,164,886,1
6,  國貿,國貿(Na),國貿,    國貿,國貿,165,886,1
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融,財務 金融,166,886,1
6,會計系,會計系(Nc),會計系,會計系,會計系,167,886,1
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融,財務 金融,168,886,1
6,  商學,商學(Na),商學,    商學,商學,169,886,1
6,國際企業管理系,國際(Nc) 企業(Na) 管理(Nc),國際 企業 管理,國際 企業 管理系,國際 企業 管理,170,886,1
6,會計系,會計系(Nc),會計系,會計系,會計系,171,886,1
6,資訊管理,資訊(Na) 管理(Na),資訊 管理,資訊 管理,資訊 管理,172,886,1
6,行銷管理系,行銷(Na) 管理(VC),行銷 管理,行銷 管理系,行銷 管理,173,886,1
6,企業管理,企業(Na) 管理(Na),企業 管理,企業 管理,企業 管理,174,886,1
6,財政稅務,財政(Na) 稅務(Na),財政 稅務,財政稅務,財政 稅務,175,886,1
6,企業管理學系,企業(Na) 管理(Na) 學系(Na),企業 管理 學系,企業 管理 學系,企業 管理 學系,176,886,1
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系,企業 管理,177,886,1
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融,財務 金融,178,886,1
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融,財務 金融,179,886,1
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融,財務 金融,180,886,1
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理,資訊 管理,181,886,1
6,商業及管理學系商業及管理學,商業(Na) 管理(Na) 學系(Na) 商業(Na) 管理學(Na),商業 管理 學系 商業 管理學,商業 及 管理 學系 商業 及 管理 學,商業 管理 學系 商業 管理學,182,886,1
6,  行銷流通,行銷(Na) 流通(VA),行銷 流通,    行銷 流通,行銷 流通,183,886,1
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系,財務 金融系,184,886,1
6,  經濟,經濟(Na),經濟,    經濟,經濟,185,886,1
6,  會計,會計(Na),會計,    會計,會計,186,886,1
6,  國貿,國貿(Na),國貿,    國貿,國貿,187,886,1
6,  銀保,銀保(Na),銀保,    銀保,銀保,188,886,1
6,資訊財經管理學系,資訊(Na) 財經(Na) 管理(VC) 學系(Na),資訊 財經 管理 學系,資訊 財經 管理 學系,資訊 財經 管理 學系,189,886,1
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理,企業 管理,190,886,1
6,  財政稅務,財政(Na) 稅務(Na),財政 稅務,    財政稅務,財政 稅務,191,886,1
6,  商業類,商業類(Na),商業類,    商業類,商業類,192,886,1
6,  企管,企管(Na),企管,    企管,企管,193,886,1
6,應用商學系,應用(Na) 商學系(Nc),應用 商學系,應用 商學系,應用 商學系,194,886,1
6,企業管理,企業(Na) 管理(Na),企業 管理,企業 管理,企業 管理,195,886,1
6,物流管理系,物流(Na) 管理(Nc),物流 管理,物流 管理系,物流 管理,196,886,1
6,會計學,會計學(Na),會計學,會計學,會計學,197,886,1
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理,企業 管理,198,886,1
6,  企管,企管(Na),企管,    企管,企管,199,886,1
6,管理學院學士班(原系所:國際企業學系(英語專班)),管理(VC) 學院(Nc) 學士班(Nc) 系所(Nc) 國際(Nc) 企業(Na) 學系(Na) 英語(Na) 專班(Nc),管理 學院 學士班 系所 國際 企業 學系 英語 專班,管理 學院 學士班 ( 原系 所 : 國際 企業 學系 ( 英語 專班 ) ),管理 學院 學士班 系所 國際 企業 學系 英語 專班,200,886,1
6,  財經,財經(Na),財經,    財經,財經,201,886,1
6,  會計,會計(Na),會計,    會計,會計,202,886,1
6,財經系,財經系(Nc),財經系,財經系,財經系,203,886,1
6,企業管理學系,企業(Na) 管理(Na) 學系(Na),企業 管理 學系,企業 管理 學系,企業 管理 學系,204,886,1
6,國際企業,國際(Nc) 企業(Na),國際 企業,國際 企業,國際 企業,205,886,1
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融,財務 金融,206,886,1
6,  國貿,國貿(Na),國貿,    國貿,國貿,207,886,1
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系,企業 管理,208,886,1
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系,企業 管理,209,886,1
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易,國際 貿易,210,886,1
6,企管系,企管系(Nc),企管系,企管系,企管系,211,886,1
6,企業管理系 ,企業(Na) 管理系(Na),企業 管理系,企業 管理系  ,企業 管理系,212,886,1
6,  工業管理,工業(Na) 管理(VC),工業 管理,    工業 管理,工業 管理,213,886,1
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融,財務 金融,214,886,1
6,  資料管理,資料(Na) 管理(VC),資料 管理,    資料 管理,資料 管理,215,886,1
6,會計系,會計系(Nc),會計系,會計系,會計系,216,886,1
6,  企管,企管(Na),企管,    企管,企管,217,886,1
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理,企業 管理,218,886,1
6,行銷,行銷(Na),行銷,行銷,行銷,219,886,1
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系,財務 金融系,220,886,1
6,  工業工程與管理,工業(Na) 工程(Na) 管理(Na),工業 工程 管理,    工業 工程 與 管理,工業 工程 管理,221,886,1
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融,財務 金融,222,886,1
6,國際貿易學系,國際(Nc) 貿易(Na) 學系(Na),國際 貿易 學系,國際 貿易 學系,國際 貿易 學系,223,886,1
6,  會計,會計(Na),會計,    會計,會計,224,886,1
6,  企管,企管(Na),企管,    企管,企管,225,886,1
6,  會計 二技 資管科 二專 ,會計(Na) 二技(Na) 資管科(Na) 二專(Nc),會計 二技 資管科 二專,    會計   二技   資 管科   二專  ,會計 二技 資管科 二專,226,886,1
6,  會計,會計(Na),會計,    會計,會計,227,886,1
6,財務金融,財務(Na) 金融(Na),財務 金融,財務 金融,財務 金融,228,886,1
6,財經系,財經系(Nc),財經系,財經系,財經系,229,886,1
6,  企管,企管(Na),企管,    企管,企管,230,886,1
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系,企業 管理,231,886,1
6,  工業管理,工業(Na) 管理(VC),工業 管理,    工業 管理,工業 管理,232,886,1
6,  財政,財政(Na),財政,    財政,財政,233,886,1
6,企業經營管理系,企業(Na) 經營(Nv) 管理(Nc),企業 經營 管理,企業 經營 管理系,企業 經營 管理,234,886,1
6,行銷流通管理系,行銷(Na) 流通(VA) 管理(Nc),行銷 流通 管理,行銷 流通 管理系,行銷 流通 管理,235,886,1
6,會計系,會計系(Nc),會計系,會計系,會計系,236,886,1
6,會計學系,會計(Na) 學系(Na),會計 學系,會計 學系,會計 學系,237,886,1
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理,企業 管理,238,886,1
6,行銷與流通管理系,行銷(Na) 流通(Nv) 管理(Nc),行銷 流通 管理,行銷 與 流通 管理系,行銷 流通 管理,239,886,1
6,  工業管理,工業(Na) 管理(VC),工業 管理,    工業 管理,工業 管理,240,886,1
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理,資訊 管理,241,886,1
6,  會計,會計(Na),會計,    會計,會計,242,886,1
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系,財務 金融系,243,886,1
6,  財經,財經(Na),財經,    財經,財經,244,886,1
6,  財經雙法律,財經(Na) 法律(Na),財經 法律,    財經雙 法律,財經 法律,245,886,1
6,  會計,會計(Na),會計,    會計,會計,246,886,1
6,  會計,會計(Na),會計,    會計,會計,247,886,1
6,企管系,企管系(Nc),企管系,企管系,企管系,248,886,1
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融,財務 金融,249,886,1
6,  工業管理,工業(Na) 管理(VC),工業 管理,    工業 管理,工業 管理,250,886,1
6,國際企業學系,國際(Nc) 企業(Na) 學系(Na),國際 企業 學系,國際 企業 學系,國際 企業 學系,251,886,1
6,商學系,商學系(Nc),商學系,商學系,商學系,252,886,1
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系,企業 管理,253,886,1
6,  銀行保險,銀行(Nc) 保險(Na),銀行 保險,    銀行 保險,銀行 保險,254,886,1
6,企業管理學系,企業(Na) 管理(Na) 學系(Na),企業 管理 學系,企業 管理 學系,企業 管理 學系,255,886,1
6,  企管,企管(Na),企管,    企管,企管,256,886,1
6,行銷與流通管理系,行銷(Na) 流通(Nv) 管理(Nc),行銷 流通 管理,行銷 與 流通 管理系,行銷 流通 管理,257,886,1
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系,財務 金融系,258,886,1
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系,企業 管理,259,886,1
6,工業工程與管理,工業(Na) 工程(Na) 管理(Na),工業 工程 管理,工業 工程 與 管理,工業 工程 管理,260,886,1
6,  營建管理,營建(VC) 管理(VC),營建 管理,    營建 管理,營建 管理,261,886,1
6,國際企業學系,國際(Nc) 企業(Na) 學系(Na),國際 企業 學系,國際 企業 學系,國際 企業 學系,262,886,1
6,行銷與流通管理,行銷(Na) 流通(Nv) 管理(Na),行銷 流通 管理,行銷 與 流通 管理,行銷 流通 管理,263,886,1
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理,企業 管理,264,886,1
6,企業管理系 ,企業(Na) 管理系(Na),企業 管理系,企業 管理系  ,企業 管理系,265,886,1
6,會計系,會計系(Nc),會計系,會計系,會計系,266,886,1
6,國際貿易科,國際(Nc) 貿易(Na),國際 貿易,國際 貿易科,國際 貿易,267,886,1
6,  企管,企管(Na),企管,    企管,企管,268,886,1
6,國險貿易學系,國險(Na) 貿易(Na) 學系(Na),國險 貿易 學系,國險 貿易 學系,國險 貿易 學系,269,886,1
6,財務金融學系,財務(Na) 金融(Na) 學系(Na),財務 金融 學系,財務 金融 學系,財務 金融 學系,270,886,1
6,企管,企管(Na),企管,企管,企管,271,886,1
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易,國際 貿易,272,886,1
6,  會計資訊,會計(Na) 資訊(Na),會計 資訊,    會計 資訊,會計 資訊,273,886,1
6,  財經,財經(Na),財經,    財經,財經,274,886,1
6,國貿系,國貿系(Nc),國貿系,國貿系,國貿系,275,886,1
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系,財務 金融系,276,886,1
6,國際企業系,國際(Nc) 企業(Nc),國際 企業,國際 企業系,國際 企業,277,886,1
6,企業管理,企業(Na) 管理(Na),企業 管理,企業 管理,企業 管理,278,886,1
6,財務金融學系,財務(Na) 金融(Na) 學系(Na),財務 金融 學系,財務 金融 學系,財務 金融 學系,279,886,1
6,  國貿,國貿(Na),國貿,    國貿,國貿,280,886,1
6,財務金融學系,財務(Na) 金融(Na) 學系(Na),財務 金融 學系,財務 金融 學系,財務 金融 學系,281,886,1
6,  醫務管理,醫務(Na) 管理(VC),醫務 管理,    醫務 管理,醫務 管理,282,886,1
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理,資訊 管理,283,886,1
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理,企業 管理,284,886,1
6,財政稅務系,財政(Na) 稅務系(Nc),財政 稅務系,財政稅務系,財政 稅務系,285,886,1
6,  工程管理,工程(Na) 管理(VC),工程 管理,    工程 管理,工程 管理,286,886,1
6,工業管理,工業(Na) 管理(Na),工業 管理,工業 管理,工業 管理,287,886,1
6,企業管理,企業(Na) 管理(Na),企業 管理,企業 管理,企業 管理,288,886,1
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理,企業 管理,289,886,1
6,  資管,資管(Na),資管,    資管,資管,290,886,1
6,  企管,企管(Na),企管,    企管,企管,291,886,1
6,  統計,統計(Na),統計,    統計,統計,292,886,1
6,國際貿易學系,國際(Nc) 貿易(Na) 學系(Na),國際 貿易 學系,國際 貿易 學系,國際 貿易 學系,293,886,1
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系,財務 金融系,294,886,1
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系,企業 管理,295,886,1
6,國際貿易英專班,國際(Nc) 貿易(Na) 專班(Nc),國際 貿易 專班,國際 貿易英 專班,國際 貿易 專班,296,886,1
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融,財務 金融,297,886,1
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易,國際 貿易,298,886,1
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易,國際 貿易,299,886,1
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理,企業 管理,300,886,1
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融,財務 金融,301,886,1
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系,企業 管理,302,886,1
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系,企業 管理,303,886,1
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系,財務 金融系,304,886,1
6,電子商務管理系,電子(Na) 商務(Na) 管理(Na),電子 商務 管理,電子 商務 管理系,電子 商務 管理,305,886,1
6,企業管理,企業(Na) 管理(Na),企業 管理,企業 管理,企業 管理,306,886,1
6,企業管理科,企業(Na) 管理(Na),企業 管理,企業 管理科,企業 管理,307,886,1
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易,國際 貿易,308,886,1
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理,資訊 管理,309,886,1
6,財經系 ,財經系(Nc),財經系,財經系  ,財經系,310,886,1
6,國貿系,國貿系(Nc),國貿系,國貿系,國貿系,311,886,1
6,醫療資訊與管理學系,醫療(VC) 資訊(Na) 管理(VC) 學系(Na),醫療 資訊 管理 學系,醫療 資訊 與 管理 學系,醫療 資訊 管理 學系,312,886,1
6,工業管理系,工業(Na) 管理(Nc),工業 管理,工業 管理系,工業 管理,313,886,1
6,  金融,金融(Na),金融,    金融,金融,314,886,1
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理,企業 管理,315,886,1
6,保險金融,保險(Na) 金融(Na),保險 金融,保險 金融,保險 金融,316,886,1
6,企業管理,企業(Na) 管理(Na),企業 管理,企業 管理,企業 管理,317,886,1
6,  會計,會計(Na),會計,    會計,會計,318,886,1
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系,企業 管理,319,886,1
6,不動產與城鄉環境,不動產(Na) 城鄉(Na) 環境(Na),不動產 城鄉 環境,不動產 與 城鄉 環境,不動產 城鄉 環境,320,886,1
6,  會計,會計(Na),會計,    會計,會計,321,886,1
6,不動產經營學系,不動產(Na) 經營(VC) 學系(Na),不動產 經營 學系,不動產經 營學系,不動產 經營 學系,322,886,1
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易,國際 貿易,323,886,1
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易,國際 貿易,324,886,1
6,商業經營,商業(Na) 經營(VC),商業 經營,商業 經營,商業 經營,325,886,1
6,健康事業管理系,健康(VH) 事業(Na) 管理(Na),健康 事業 管理,健康 事業 管理系,健康 事業 管理,326,886,1
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理,資訊 管理,327,886,1
6,會計系,會計系(Nc),會計系,會計系,會計系,328,886,1
6,  會計,會計(Na),會計,    會計,會計,329,886,1
6,  工商管理,工商(Na) 管理(VC),工商 管理,    工商管理,工商 管理,330,886,1
6,  國貿,國貿(Na),國貿,    國貿,國貿,331,886,1
6,  會計,會計(Na),會計,    會計,會計,332,886,1
6,工業與管理,工業(Na) 管理(Na),工業 管理,工業 與 管理,工業 管理,333,886,1
6,財經系,財經系(Nc),財經系,財經系,財經系,334,886,1
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理,資訊 管理,335,886,1
6,  財金,財金(Na),財金,    財金,財金,336,886,1
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系,財務 金融系,337,886,1
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理,企業 管理,338,886,1
6,健康產業資訊,健康(VH) 產業(Na) 資訊(Na),健康 產業 資訊,健康 產業 資訊,健康 產業 資訊,339,886,1
6,  工業工程管理,工業(Na) 工程(Na) 管理(VC),工業 工程 管理,    工業 工程 管理,工業 工程 管理,340,886,1
6,  會計,會計(Na),會計,    會計,會計,341,886,1
6,財政稅務系,財政(Na) 稅務系(Nc),財政 稅務系,財政稅務系,財政 稅務系,342,886,1
6,企業管理,企業(Na) 管理(Na),企業 管理,企業 管理,企業 管理,343,886,1
6,財經科系,財經(Na) 科系(Na),財經 科系,財經 科系,財經 科系,344,886,1
6,  商業管理,商業(Na) 管理(Na),商業 管理,    商業 管理,商業 管理,345,886,1
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理,企業 管理,346,886,1
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系,財務 金融系,347,886,1
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系,財務 金融系,348,886,1
6,國際貿易學系,國際(Nc) 貿易(Na) 學系(Na),國際 貿易 學系,國際 貿易 學系,國際 貿易 學系,349,886,1
6,  資管系,資管系(Nc),資管系,    資管系,資管系,350,886,1
6,  商業管理,商業(Na) 管理(Na),商業 管理,    商業 管理,商業 管理,351,886,1
6,行銷與物流管理科,行銷(Na) 物流(Na) 管理(Na),行銷 物流 管理,行銷 與 物流 管理科,行銷 物流 管理,352,886,1
6,會計系,會計系(Nc),會計系,會計系,會計系,353,886,1
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易,國際 貿易,354,886,1
6,  企管,企管(Na),企管,    企管,企管,355,886,1
6,國際貿易系,國際(Nc) 貿易(Nc),國際 貿易,國際 貿易系,國際 貿易,356,886,1
6,  銀行保險,銀行(Nc) 保險(Na),銀行 保險,    銀行 保險,銀行 保險,357,886,1
6,文化事業發展學系,文化(Na) 事業(Na) 發展(VC) 學系(Na),文化 事業 發展 學系,文化 事業 發展 學系,文化 事業 發展 學系,358,886,1
6,會計資訊系,會計(Na) 資訊系(Nc),會計 資訊系,會計 資訊系,會計 資訊系,359,886,1
6,行銷管理,行銷(Na) 管理(VC),行銷 管理,行銷 管理,行銷 管理,360,886,1
6,會計,會計(Na),會計,會計,會計,361,886,1
6,傳播管理學系,傳播(Na) 管理(Na) 學系(Na),傳播 管理 學系,傳播 管理 學系,傳播 管理 學系,362,886,1
6,工業管理學系,工業(Na) 管理(VC) 學系(Na),工業 管理 學系,工業 管理 學系,工業 管理 學系,363,886,1
6,  企管,企管(Na),企管,    企管,企管,364,886,1
6,財政系,財政系(Nc),財政系,財政系,財政系,365,886,1
6,  國際貿易,國際(Nc) 貿易(Na),國際 貿易,    國際 貿易,國際 貿易,366,886,1
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理,資訊 管理,367,886,1
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系,企業 管理,368,886,1
6,經營管理學系,經營(VC) 管理(VC) 學系(Na),經營 管理 學系,經營 管理 學系,經營 管理 學系,369,886,1
6,  企管,企管(Na),企管,    企管,企管,370,886,1
6,企業管理學系,企業(Na) 管理(Na) 學系(Na),企業 管理 學系,企業 管理 學系,企業 管理 學系,371,886,1
6,  物流管理,物流(Na) 管理(VC),物流 管理,    物流 管理,物流 管理,372,886,1
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理,企業 管理,373,886,1
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系,財務 金融系,374,886,1
6,電子商務管理,電子(Na) 商務(Na) 管理(VC),電子 商務 管理,電子 商務 管理,電子 商務 管理,375,886,1
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系,企業 管理,376,886,1
6,財務金融,財務(Na) 金融(Na),財務 金融,財務 金融,財務 金融,377,886,1
6,企管系,企管系(Nc),企管系,企管系,企管系,378,886,1
6,  企管,企管(Na),企管,    企管,企管,379,886,1
6,  企管,企管(Na),企管,    企管,企管,380,886,1
6,  行銷管理,行銷(Na) 管理(VC),行銷 管理,    行銷 管理,行銷 管理,381,886,1
6,  商業,商業(Na),商業,    商業,商業,382,886,1
6,工業管理系,工業(Na) 管理(Nc),工業 管理,工業 管理系,工業 管理,383,886,1
6,財政稅務,財政(Na) 稅務(Na),財政 稅務,財政稅務,財政 稅務,384,886,1
6,企業管理 ,企業(Na) 管理(Na),企業 管理,企業 管理  ,企業 管理,385,886,1
6,  傳播管理,傳播(VC) 管理(VC),傳播 管理,    傳播 管理,傳播 管理,386,886,1
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系,財務 金融系,387,886,1
6,  工業管理,工業(Na) 管理(VC),工業 管理,    工業 管理,工業 管理,388,886,1
6,財務金融系,財務(Na) 金融系(Nc),財務 金融系,財務 金融系,財務 金融系,389,886,1
6,  財務金融,財務(Na) 金融(Na),財務 金融,    財務 金融,財務 金融,390,886,1
6,國際貿易,國際(Nc) 貿易(Na),國際 貿易,國際 貿易,國際 貿易,391,886,1
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系,企業 管理,392,886,1
6,企管,企管(Na),企管,企管,企管,393,886,1
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理,資訊 管理,394,886,1
6,會計資訊系,會計(Na) 資訊系(Nc),會計 資訊系,會計 資訊系,會計 資訊系,395,886,1
6,  國際企業,國際(Nc) 企業(Na),國際 企業,    國際 企業,國際 企業,396,886,1
6,  國貿,國貿(Na),國貿,    國貿,國貿,397,886,1
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理,資訊 管理,398,886,1
6,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理,資訊 管理,399,886,1
6,不動產與城鄉環境,不動產(Na) 城鄉(Na) 環境(Na),不動產 城鄉 環境,不動產 與 城鄉 環境,不動產 城鄉 環境,400,886,1
6,企業管理系,企業(Na) 管理(Nc),企業 管理,企業 管理系,企業 管理,401,886,1
6,  國貿,國貿(Na),國貿,    國貿,國貿,402,886,1
6,管理科學系,管理(Na) 科學(Na),管理 科學,管理科 學系,管理 科學,403,886,1
6,  國貿,國貿(Na),國貿,    國貿,國貿,404,886,1
6,國際企業管理,國際(Nc) 企業(Na) 管理(Na),國際 企業 管理,國際 企業 管理,國際 企業 管理,405,886,1
6,資訊管理,資訊(Na) 管理(Na),資訊 管理,資訊 管理,資訊 管理,406,886,1
6,  企業管理,企業(Na) 管理(Na),企業 管理,    企業 管理,企業 管理,407,886,1
6,企業管理學,企業(Na) 管理(Na),企業 管理,企業 管理 學,企業 管理,408,886,1
6,國技貿易科系,國技(Na) 貿易(Na) 科系(Na),國技 貿易 科系,國技貿易 科系,國技 貿易 科系,409,886,1
